antecedent_uid,antecedent_value,antecedent_name,consequent_uid,consequent_value,consequent_name
P000001,false,$T_0$,P000018,true,Lindelöf
P000001,false,$T_0$,P000021,true,Weakly countably compact
P000001,false,$T_0$,P000029,true,Countable chain condition
P000001,false,$T_0$,P000041,true,Locally connected
P000001,false,$T_0$,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000001,false,$T_0$,P000061,true,Cozero complemented
P000001,false,$T_0$,P000062,true,Weakly Lindelöf
P000001,false,$T_0$,P000066,true,Menger
P000001,false,$T_0$,P000069,true,Strategic Menger
P000001,false,$T_0$,P000072,true,2-Markov Menger
P000001,false,$T_0$,P000083,true,Meta-Lindelöf
P000001,false,$T_0$,P000105,true,Para-Lindelöf
P000001,false,$T_0$,P000128,true,$k$-Lindelöf
P000001,false,$T_0$,P000131,true,Hereditarily Lindelöf
P000001,false,$T_0$,P000149,true,$\omega$-Lindelöf
P000001,false,$T_0$,P000153,true,$\omega$-Menger
P000001,false,$T_0$,P000156,true,$k$-Rothberger
P000001,false,$T_0$,P000157,true,Strategically $k$-Rothberger
P000001,false,$T_0$,P000159,true,$k$-Menger
P000001,false,$T_0$,P000160,true,Strategically $k$-Menger
P000001,false,$T_0$,P000163,true,Cardinality $\leq\mathfrak c$
P000001,false,$T_0$,P000172,true,Radial
P000001,false,$T_0$,P000173,true,Pseudoradial
P000001,false,$T_0$,P000174,true,Well-based
P000001,false,$T_0$,P000197,true,Has countable spread
P000001,false,$T_0$,P000198,true,Has countable extent
P000001,false,$T_0$,P000209,true,Density $\leq\mathfrak c$
P000001,false,$T_0$,P000210,true,$\alpha_1$
P000001,false,$T_0$,P000211,true,$\alpha_{1.5}$
P000001,false,$T_0$,P000212,true,$\alpha_2$
P000001,false,$T_0$,P000213,true,$\alpha_3$
P000001,false,$T_0$,P000214,true,$\alpha_4$
P000001,false,$T_0$,P000229,true,Semilocally simply connected
P000001,false,$T_0$,P000234,true,Has open connected components
P000001,false,$T_0$,P000244,true,Has countable $\pi$-character
P000002,false,$T_1$,P000061,true,Cozero complemented
P000002,false,$T_1$,P000172,true,Radial
P000002,false,$T_1$,P000173,true,Pseudoradial
P000002,false,$T_1$,P000174,true,Well-based
P000002,false,$T_1$,P000209,true,Density $\leq\mathfrak c$
P000002,false,$T_1$,P000210,true,$\alpha_1$
P000002,false,$T_1$,P000211,true,$\alpha_{1.5}$
P000002,false,$T_1$,P000212,true,$\alpha_2$
P000002,false,$T_1$,P000213,true,$\alpha_3$
P000002,false,$T_1$,P000214,true,$\alpha_4$
P000002,false,$T_1$,P000229,true,Semilocally simply connected
P000002,false,$T_1$,P000234,true,Has open connected components
P000002,false,$T_1$,P000244,true,Has countable $\pi$-character
P000003,false,$T_2$,P000209,true,Density $\leq\mathfrak c$
P000003,false,$T_2$,P000229,true,Semilocally simply connected
P000004,false,$T_{2 \frac{1}{2}}$,P000209,true,Density $\leq\mathfrak c$
P000004,false,$T_{2 \frac{1}{2}}$,P000229,true,Semilocally simply connected
P000005,false,$T_3$,P000209,true,Density $\leq\mathfrak c$
P000005,false,$T_3$,P000229,true,Semilocally simply connected
P000006,false,$T_{3 \frac{1}{2}}$,P000209,true,Density $\leq\mathfrak c$
P000006,false,$T_{3 \frac{1}{2}}$,P000229,true,Semilocally simply connected
P000007,false,$T_4$,P000209,true,Density $\leq\mathfrak c$
P000007,false,$T_4$,P000229,true,Semilocally simply connected
P000008,true,$T_5$,P000032,true,Countably paracompact
P000008,true,$T_5$,P000033,true,Countably metacompact
P000008,true,$T_5$,P000127,false,Dowker
P000008,true,$T_5$,P000193,true,Shrinking
P000008,false,$T_5$,P000209,true,Density $\leq\mathfrak c$
P000008,false,$T_5$,P000229,true,Semilocally simply connected
P000009,false,Functionally Hausdorff,P000209,true,Density $\leq\mathfrak c$
P000009,false,Functionally Hausdorff,P000229,true,Semilocally simply connected
P000010,true,Semiregular,P000192,true,Quasi-sober
P000010,false,Semiregular,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000010,false,Semiregular,P000209,true,Density $\leq\mathfrak c$
P000010,false,Semiregular,P000229,true,Semilocally simply connected
P000011,false,Regular,P000209,true,Density $\leq\mathfrak c$
P000011,false,Regular,P000229,true,Semilocally simply connected
P000012,false,Completely regular,P000209,true,Density $\leq\mathfrak c$
P000012,false,Completely regular,P000229,true,Semilocally simply connected
P000013,false,Normal,P000175,true,Cardinality $\geq 3$
P000013,false,Normal,P000209,true,Density $\leq\mathfrak c$
P000013,false,Normal,P000229,true,Semilocally simply connected
P000014,true,Completely normal,P000127,false,Dowker
P000014,false,Completely normal,P000175,true,Cardinality $\geq 3$
P000014,false,Completely normal,P000209,true,Density $\leq\mathfrak c$
P000014,false,Completely normal,P000229,true,Semilocally simply connected
P000015,true,Perfectly normal,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000015,true,Perfectly normal,P000081,true,Countably tight
P000015,true,Perfectly normal,P000083,true,Meta-Lindelöf
P000015,true,Perfectly normal,P000088,true,Collectionwise normal
P000015,true,Perfectly normal,P000105,true,Para-Lindelöf
P000015,true,Perfectly normal,P000108,true,Hereditarily collectionwise normal
P000015,true,Perfectly normal,P000115,true,Subparacompact
P000015,true,Perfectly normal,P000193,true,Shrinking
P000015,true,Perfectly normal,P000194,true,Submetacompact
P000015,true,Perfectly normal,P000207,true,Strongly collectionwise normal
P000015,false,Perfectly normal,P000209,true,Density $\leq\mathfrak c$
P000015,false,Perfectly normal,P000229,true,Semilocally simply connected
P000016,true,Compact,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000016,true,Compact,P000209,true,Density $\leq\mathfrak c$
P000016,false,Compact,P000229,true,Semilocally simply connected
P000017,true,$\sigma$-compact,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000017,true,$\sigma$-compact,P000128,true,$k$-Lindelöf
P000017,true,$\sigma$-compact,P000209,true,Density $\leq\mathfrak c$
P000017,false,$\sigma$-compact,P000229,true,Semilocally simply connected
P000018,true,Lindelöf,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000018,true,Lindelöf,P000209,true,Density $\leq\mathfrak c$
P000018,false,Lindelöf,P000229,true,Semilocally simply connected
P000019,true,Countably compact,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000019,true,Countably compact,P000140,true,$k_1$-space
P000019,true,Countably compact,P000209,true,Density $\leq\mathfrak c$
P000019,false,Countably compact,P000229,true,Semilocally simply connected
P000020,true,Sequentially compact,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000020,true,Sequentially compact,P000140,true,$k_1$-space
P000020,true,Sequentially compact,P000163,true,Cardinality $\leq\mathfrak c$
P000020,true,Sequentially compact,P000209,true,Density $\leq\mathfrak c$
P000020,false,Sequentially compact,P000229,true,Semilocally simply connected
P000021,true,Weakly countably compact,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000021,true,Weakly countably compact,P000209,true,Density $\leq\mathfrak c$
P000021,false,Weakly countably compact,P000229,true,Semilocally simply connected
P000022,true,Pseudocompact,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000022,true,Pseudocompact,P000209,true,Density $\leq\mathfrak c$
P000022,false,Pseudocompact,P000229,true,Semilocally simply connected
P000023,true,Weakly locally compact,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000023,true,Weakly locally compact,P000127,false,Dowker
P000023,false,Weakly locally compact,P000135,true,$R_0$
P000023,false,Weakly locally compact,P000209,true,Density $\leq\mathfrak c$
P000023,false,Weakly locally compact,P000229,true,Semilocally simply connected
P000024,true,Locally relatively compact,P000033,true,Countably metacompact
P000024,true,Locally relatively compact,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000024,true,Locally relatively compact,P000127,false,Dowker
P000024,false,Locally relatively compact,P000209,true,Density $\leq\mathfrak c$
P000024,false,Locally relatively compact,P000229,true,Semilocally simply connected
P000025,true,Exhaustible by compacts,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000025,true,Exhaustible by compacts,P000209,true,Density $\leq\mathfrak c$
P000025,false,Exhaustible by compacts,P000229,true,Semilocally simply connected
P000026,true,Separable,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000026,true,Separable,P000061,true,Cozero complemented
P000026,true,Separable,P000127,false,Dowker
P000026,false,Separable,P000229,true,Semilocally simply connected
P000027,true,Second countable,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000027,true,Second countable,P000061,true,Cozero complemented
P000027,true,Second countable,P000163,true,Cardinality $\leq\mathfrak c$
P000027,false,Second countable,P000229,true,Semilocally simply connected
P000028,true,First countable,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000028,true,First countable,P000127,false,Dowker
P000028,false,First countable,P000135,true,$R_0$
P000028,false,First countable,P000209,true,Density $\leq\mathfrak c$
P000028,false,First countable,P000229,true,Semilocally simply connected
P000029,true,Countable chain condition,P000061,true,Cozero complemented
P000029,true,Countable chain condition,P000127,false,Dowker
P000029,true,Countable chain condition,P000209,true,Density $\leq\mathfrak c$
P000029,false,Countable chain condition,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000029,false,Countable chain condition,P000229,true,Semilocally simply connected
P000030,true,Paracompact,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000030,false,Paracompact,P000209,true,Density $\leq\mathfrak c$
P000030,false,Paracompact,P000229,true,Semilocally simply connected
P000031,true,Metacompact,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000031,false,Metacompact,P000061,true,Cozero complemented
P000031,false,Metacompact,P000209,true,Density $\leq\mathfrak c$
P000031,false,Metacompact,P000229,true,Semilocally simply connected
P000032,false,Countably paracompact,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000032,false,Countably paracompact,P000209,true,Density $\leq\mathfrak c$
P000032,false,Countably paracompact,P000229,true,Semilocally simply connected
P000033,false,Countably metacompact,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000033,false,Countably metacompact,P000061,true,Cozero complemented
P000033,false,Countably metacompact,P000163,true,Cardinality $\leq\mathfrak c$
P000033,false,Countably metacompact,P000172,true,Radial
P000033,false,Countably metacompact,P000173,true,Pseudoradial
P000033,false,Countably metacompact,P000174,true,Well-based
P000033,false,Countably metacompact,P000209,true,Density $\leq\mathfrak c$
P000033,false,Countably metacompact,P000210,true,$\alpha_1$
P000033,false,Countably metacompact,P000211,true,$\alpha_{1.5}$
P000033,false,Countably metacompact,P000212,true,$\alpha_2$
P000033,false,Countably metacompact,P000213,true,$\alpha_3$
P000033,false,Countably metacompact,P000214,true,$\alpha_4$
P000033,false,Countably metacompact,P000229,true,Semilocally simply connected
P000033,false,Countably metacompact,P000244,true,Has countable $\pi$-character
P000034,true,Fully normal,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000034,false,Fully normal,P000175,true,Cardinality $\geq 3$
P000034,false,Fully normal,P000209,true,Density $\leq\mathfrak c$
P000034,false,Fully normal,P000229,true,Semilocally simply connected
P000035,true,Fully $T_4$,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000035,true,Fully $T_4$,P000162,true,Realcompact
P000035,false,Fully $T_4$,P000209,true,Density $\leq\mathfrak c$
P000035,false,Fully $T_4$,P000229,true,Semilocally simply connected
P000036,true,Connected,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000036,true,Connected,P000127,false,Dowker
P000036,true,Connected,P000209,true,Density $\leq\mathfrak c$
P000036,false,Connected,P000229,true,Semilocally simply connected
P000037,true,Path connected,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000037,true,Path connected,P000127,false,Dowker
P000037,true,Path connected,P000209,true,Density $\leq\mathfrak c$
P000037,false,Path connected,P000229,true,Semilocally simply connected
P000038,true,Injectively path connected,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000038,true,Injectively path connected,P000114,false,Cardinality $=\aleph_1$
P000038,true,Injectively path connected,P000127,false,Dowker
P000038,true,Injectively path connected,P000209,true,Density $\leq\mathfrak c$
P000038,false,Injectively path connected,P000229,true,Semilocally simply connected
P000039,true,Hyperconnected,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000039,true,Hyperconnected,P000163,true,Cardinality $\leq\mathfrak c$
P000039,true,Hyperconnected,P000205,false,Cut point space
P000039,true,Hyperconnected,P000209,true,Density $\leq\mathfrak c$
P000039,true,Hyperconnected,P000210,true,$\alpha_1$
P000039,true,Hyperconnected,P000211,true,$\alpha_{1.5}$
P000039,true,Hyperconnected,P000212,true,$\alpha_2$
P000039,true,Hyperconnected,P000213,true,$\alpha_3$
P000039,true,Hyperconnected,P000214,true,$\alpha_4$
P000039,true,Hyperconnected,P000229,true,Semilocally simply connected
P000040,true,Ultraconnected,P000023,true,Weakly locally compact
P000040,true,Ultraconnected,P000028,true,First countable
P000040,true,Ultraconnected,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000040,true,Ultraconnected,P000062,true,Weakly Lindelöf
P000040,true,Ultraconnected,P000079,true,Sequential
P000040,true,Ultraconnected,P000080,true,Fréchet Urysohn
P000040,true,Ultraconnected,P000081,true,Countably tight
P000040,true,Ultraconnected,P000140,true,$k_1$-space
P000040,true,Ultraconnected,P000141,true,$k_2$-space
P000040,true,Ultraconnected,P000163,true,Cardinality $\leq\mathfrak c$
P000040,true,Ultraconnected,P000172,true,Radial
P000040,true,Ultraconnected,P000173,true,Pseudoradial
P000040,true,Ultraconnected,P000174,true,Well-based
P000040,true,Ultraconnected,P000187,true,W-space
P000040,true,Ultraconnected,P000200,true,Simply connected
P000040,true,Ultraconnected,P000209,true,Density $\leq\mathfrak c$
P000040,true,Ultraconnected,P000210,true,$\alpha_1$
P000040,true,Ultraconnected,P000211,true,$\alpha_{1.5}$
P000040,true,Ultraconnected,P000212,true,$\alpha_2$
P000040,true,Ultraconnected,P000213,true,$\alpha_3$
P000040,true,Ultraconnected,P000214,true,$\alpha_4$
P000040,true,Ultraconnected,P000224,true,Weakly locally contractible
P000040,true,Ultraconnected,P000228,true,Weakly first countable
P000040,true,Ultraconnected,P000229,true,Semilocally simply connected
P000040,true,Ultraconnected,P000231,true,Weakly locally simply connected
P000040,true,Ultraconnected,P000239,true,Semilocally contractible
P000040,true,Ultraconnected,P000244,true,Has countable $\pi$-character
P000041,true,Locally connected,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000041,true,Locally connected,P000127,false,Dowker
P000041,false,Locally connected,P000073,true,Sober
P000041,false,Locally connected,P000107,true,Has a closed point
P000041,false,Locally connected,P000192,true,Quasi-sober
P000041,false,Locally connected,P000209,true,Density $\leq\mathfrak c$
P000041,false,Locally connected,P000229,true,Semilocally simply connected
P000042,true,Locally path connected,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000042,true,Locally path connected,P000061,true,Cozero complemented
P000042,true,Locally path connected,P000127,false,Dowker
P000042,false,Locally path connected,P000209,true,Density $\leq\mathfrak c$
P000042,false,Locally path connected,P000229,true,Semilocally simply connected
P000043,true,Locally injectively path connected,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000043,true,Locally injectively path connected,P000061,true,Cozero complemented
P000043,true,Locally injectively path connected,P000114,false,Cardinality $=\aleph_1$
P000043,true,Locally injectively path connected,P000127,false,Dowker
P000043,true,Locally injectively path connected,P000203,false,Almost discrete
P000043,false,Locally injectively path connected,P000209,true,Density $\leq\mathfrak c$
P000043,false,Locally injectively path connected,P000229,true,Semilocally simply connected
P000044,true,Biconnected,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000044,true,Biconnected,P000061,true,Cozero complemented
P000044,true,Biconnected,P000062,true,Weakly Lindelöf
P000044,true,Biconnected,P000081,true,Countably tight
P000044,true,Biconnected,P000114,false,Cardinality $=\aleph_1$
P000044,true,Biconnected,P000127,false,Dowker
P000044,true,Biconnected,P000163,true,Cardinality $\leq\mathfrak c$
P000044,true,Biconnected,P000205,false,Cut point space
P000044,true,Biconnected,P000209,true,Density $\leq\mathfrak c$
P000044,true,Biconnected,P000229,true,Semilocally simply connected
P000044,true,Biconnected,P000244,true,Has countable $\pi$-character
P000045,true,Has a dispersion point,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000045,true,Has a dispersion point,P000061,true,Cozero complemented
P000045,true,Has a dispersion point,P000062,true,Weakly Lindelöf
P000045,true,Has a dispersion point,P000079,true,Sequential
P000045,true,Has a dispersion point,P000080,true,Fréchet Urysohn
P000045,true,Has a dispersion point,P000081,true,Countably tight
P000045,true,Has a dispersion point,P000114,false,Cardinality $=\aleph_1$
P000045,true,Has a dispersion point,P000127,false,Dowker
P000045,true,Has a dispersion point,P000140,true,$k_1$-space
P000045,true,Has a dispersion point,P000141,true,$k_2$-space
P000045,true,Has a dispersion point,P000163,true,Cardinality $\leq\mathfrak c$
P000045,true,Has a dispersion point,P000172,true,Radial
P000045,true,Has a dispersion point,P000173,true,Pseudoradial
P000045,true,Has a dispersion point,P000192,true,Quasi-sober
P000045,true,Has a dispersion point,P000205,false,Cut point space
P000045,true,Has a dispersion point,P000209,true,Density $\leq\mathfrak c$
P000045,true,Has a dispersion point,P000229,true,Semilocally simply connected
P000045,true,Has a dispersion point,P000244,true,Has countable $\pi$-character
P000046,false,Totally path disconnected,P000209,true,Density $\leq\mathfrak c$
P000047,false,Totally disconnected,P000209,true,Density $\leq\mathfrak c$
P000048,false,Totally separated,P000209,true,Density $\leq\mathfrak c$
P000049,true,Extremally disconnected,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000049,true,Extremally disconnected,P000127,false,Dowker
P000049,true,Extremally disconnected,P000205,false,Cut point space
P000049,true,Extremally disconnected,P000210,true,$\alpha_1$
P000049,true,Extremally disconnected,P000211,true,$\alpha_{1.5}$
P000049,true,Extremally disconnected,P000212,true,$\alpha_2$
P000049,true,Extremally disconnected,P000213,true,$\alpha_3$
P000049,true,Extremally disconnected,P000214,true,$\alpha_4$
P000049,true,Extremally disconnected,P000229,true,Semilocally simply connected
P000049,false,Extremally disconnected,P000175,true,Cardinality $\geq 3$
P000049,false,Extremally disconnected,P000192,true,Quasi-sober
P000049,false,Extremally disconnected,P000209,true,Density $\leq\mathfrak c$
P000050,true,Zero dimensional,P000204,false,Has a cut point
P000050,true,Zero dimensional,P000217,true,Strongly zero-dimensional
P000050,true,Zero dimensional,P000229,true,Semilocally simply connected
P000050,false,Zero dimensional,P000209,true,Density $\leq\mathfrak c$
P000051,true,Scattered,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000051,true,Scattered,P000127,false,Dowker
P000051,true,Scattered,P000229,true,Semilocally simply connected
P000051,false,Scattered,P000209,true,Density $\leq\mathfrak c$
P000052,true,Discrete,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000052,true,Discrete,P000114,false,Cardinality $=\aleph_1$
P000052,true,Discrete,P000162,true,Realcompact
P000052,true,Discrete,P000215,true,Hereditarily realcompact
P000052,false,Discrete,P000209,true,Density $\leq\mathfrak c$
P000053,true,Metrizable,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000053,true,Metrizable,P000162,true,Realcompact
P000053,true,Metrizable,P000186,true,Embeds in a topological $W$-group
P000053,true,Metrizable,P000215,true,Hereditarily realcompact
P000053,false,Metrizable,P000209,true,Density $\leq\mathfrak c$
P000053,false,Metrizable,P000229,true,Semilocally simply connected
P000054,true,Has a $\sigma$-locally finite base,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000054,true,Has a $\sigma$-locally finite base,P000061,true,Cozero complemented
P000054,true,Has a $\sigma$-locally finite base,P000083,true,Meta-Lindelöf
P000054,true,Has a $\sigma$-locally finite base,P000105,true,Para-Lindelöf
P000054,false,Has a $\sigma$-locally finite base,P000209,true,Density $\leq\mathfrak c$
P000054,false,Has a $\sigma$-locally finite base,P000229,true,Semilocally simply connected
P000055,true,Completely metrizable,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000055,true,Completely metrizable,P000114,false,Cardinality $=\aleph_1$
P000055,true,Completely metrizable,P000162,true,Realcompact
P000055,true,Completely metrizable,P000186,true,Embeds in a topological $W$-group
P000055,true,Completely metrizable,P000215,true,Hereditarily realcompact
P000055,false,Completely metrizable,P000209,true,Density $\leq\mathfrak c$
P000055,false,Completely metrizable,P000229,true,Semilocally simply connected
P000056,true,Meager,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000056,true,Meager,P000061,true,Cozero complemented
P000056,true,Meager,P000081,true,Countably tight
P000056,true,Meager,P000114,false,Cardinality $=\aleph_1$
P000056,true,Meager,P000117,true,Has a $\sigma$-locally finite network
P000056,true,Meager,P000118,true,Has a $\sigma$-locally finite $k$-network
P000056,true,Meager,P000127,false,Dowker
P000056,true,Meager,P000163,true,Cardinality $\leq\mathfrak c$
P000056,true,Meager,P000209,true,Density $\leq\mathfrak c$
P000056,true,Meager,P000229,true,Semilocally simply connected
P000056,false,Meager,P000064,true,Baire
P000056,false,Meager,P000206,true,Strongly Choquet
P000057,true,Countable,P000061,true,Cozero complemented
P000057,true,Countable,P000118,true,Has a $\sigma$-locally finite $k$-network
P000057,true,Countable,P000128,true,$k$-Lindelöf
P000057,true,Countable,P000183,true,Has a countable $k$-network
P000057,true,Countable,P000229,true,Semilocally simply connected
P000057,true,Countable,P000243,true,Has countable $\pi$-weight
P000057,true,Countable,P000244,true,Has countable $\pi$-character
P000058,true,Cardinality $\lt\mathfrak c$,P000017,true,$\sigma$-compact
P000058,true,Cardinality $\lt\mathfrak c$,P000018,true,Lindelöf
P000058,true,Cardinality $\lt\mathfrak c$,P000026,true,Separable
P000058,true,Cardinality $\lt\mathfrak c$,P000029,true,Countable chain condition
P000058,true,Cardinality $\lt\mathfrak c$,P000057,true,Countable
P000058,true,Cardinality $\lt\mathfrak c$,P000061,true,Cozero complemented
P000058,true,Cardinality $\lt\mathfrak c$,P000062,true,Weakly Lindelöf
P000058,true,Cardinality $\lt\mathfrak c$,P000066,true,Menger
P000058,true,Cardinality $\lt\mathfrak c$,P000068,true,Rothberger
P000058,true,Cardinality $\lt\mathfrak c$,P000069,true,Strategic Menger
P000058,true,Cardinality $\lt\mathfrak c$,P000070,true,Markov Menger
P000058,true,Cardinality $\lt\mathfrak c$,P000071,true,$\sigma$-relatively-compact
P000058,true,Cardinality $\lt\mathfrak c$,P000072,true,2-Markov Menger
P000058,true,Cardinality $\lt\mathfrak c$,P000081,true,Countably tight
P000058,true,Cardinality $\lt\mathfrak c$,P000083,true,Meta-Lindelöf
P000058,true,Cardinality $\lt\mathfrak c$,P000093,true,Locally countable
P000058,true,Cardinality $\lt\mathfrak c$,P000105,true,Para-Lindelöf
P000058,true,Cardinality $\lt\mathfrak c$,P000114,false,Cardinality $=\aleph_1$
P000058,true,Cardinality $\lt\mathfrak c$,P000117,true,Has a $\sigma$-locally finite network
P000058,true,Cardinality $\lt\mathfrak c$,P000118,true,Has a $\sigma$-locally finite $k$-network
P000058,true,Cardinality $\lt\mathfrak c$,P000127,false,Dowker
P000058,true,Cardinality $\lt\mathfrak c$,P000128,true,$k$-Lindelöf
P000058,true,Cardinality $\lt\mathfrak c$,P000131,true,Hereditarily Lindelöf
P000058,true,Cardinality $\lt\mathfrak c$,P000149,true,$\omega$-Lindelöf
P000058,true,Cardinality $\lt\mathfrak c$,P000150,true,$\omega$-Rothberger
P000058,true,Cardinality $\lt\mathfrak c$,P000151,true,Strategically Rothberger
P000058,true,Cardinality $\lt\mathfrak c$,P000152,true,Markov Rothberger
P000058,true,Cardinality $\lt\mathfrak c$,P000153,true,$\omega$-Menger
P000058,true,Cardinality $\lt\mathfrak c$,P000180,true,Hereditarily separable
P000058,true,Cardinality $\lt\mathfrak c$,P000182,true,Has a countable network
P000058,true,Cardinality $\lt\mathfrak c$,P000183,true,Has a countable $k$-network
P000058,true,Cardinality $\lt\mathfrak c$,P000197,true,Has countable spread
P000058,true,Cardinality $\lt\mathfrak c$,P000198,true,Has countable extent
P000058,true,Cardinality $\lt\mathfrak c$,P000229,true,Semilocally simply connected
P000058,true,Cardinality $\lt\mathfrak c$,P000243,true,Has countable $\pi$-weight
P000058,true,Cardinality $\lt\mathfrak c$,P000244,true,Has countable $\pi$-character
P000059,true,Cardinality $\leq 2^{\mathfrak c}$,P000127,false,Dowker
P000059,false,Cardinality $\leq 2^{\mathfrak c}$,P000061,true,Cozero complemented
P000059,false,Cardinality $\leq 2^{\mathfrak c}$,P000062,true,Weakly Lindelöf
P000059,false,Cardinality $\leq 2^{\mathfrak c}$,P000064,true,Baire
P000059,false,Cardinality $\leq 2^{\mathfrak c}$,P000073,true,Sober
P000059,false,Cardinality $\leq 2^{\mathfrak c}$,P000083,true,Meta-Lindelöf
P000059,false,Cardinality $\leq 2^{\mathfrak c}$,P000107,true,Has a closed point
P000059,false,Cardinality $\leq 2^{\mathfrak c}$,P000115,true,Subparacompact
P000059,false,Cardinality $\leq 2^{\mathfrak c}$,P000165,true,Pseudonormal
P000059,false,Cardinality $\leq 2^{\mathfrak c}$,P000173,true,Pseudoradial
P000059,false,Cardinality $\leq 2^{\mathfrak c}$,P000192,true,Quasi-sober
P000059,false,Cardinality $\leq 2^{\mathfrak c}$,P000194,true,Submetacompact
P000059,false,Cardinality $\leq 2^{\mathfrak c}$,P000206,true,Strongly Choquet
P000059,false,Cardinality $\leq 2^{\mathfrak c}$,P000209,true,Density $\leq\mathfrak c$
P000059,false,Cardinality $\leq 2^{\mathfrak c}$,P000217,true,Strongly zero-dimensional
P000059,false,Cardinality $\leq 2^{\mathfrak c}$,P000227,true,Has a discrete closed subset of size $\mathfrak c$
P000059,false,Cardinality $\leq 2^{\mathfrak c}$,P000229,true,Semilocally simply connected
P000060,true,Strongly connected,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000060,true,Strongly connected,P000062,true,Weakly Lindelöf
P000060,true,Strongly connected,P000163,true,Cardinality $\leq\mathfrak c$
P000060,true,Strongly connected,P000209,true,Density $\leq\mathfrak c$
P000060,true,Strongly connected,P000229,true,Semilocally simply connected
P000061,false,Cozero complemented,P000064,true,Baire
P000061,false,Cozero complemented,P000065,true,Cardinality $=\mathfrak c$
P000061,false,Cozero complemented,P000073,true,Sober
P000061,false,Cozero complemented,P000083,true,Meta-Lindelöf
P000061,false,Cozero complemented,P000084,true,Locally Hausdorff
P000061,false,Cozero complemented,P000107,true,Has a closed point
P000061,false,Cozero complemented,P000114,true,Cardinality $=\aleph_1$
P000061,false,Cozero complemented,P000135,true,$R_0$
P000061,false,Cozero complemented,P000140,true,$k_1$-space
P000061,false,Cozero complemented,P000141,true,$k_2$-space
P000061,false,Cozero complemented,P000142,true,$k_3$-space
P000061,false,Cozero complemented,P000163,true,Cardinality $\leq\mathfrak c$
P000061,false,Cozero complemented,P000172,true,Radial
P000061,false,Cozero complemented,P000173,true,Pseudoradial
P000061,false,Cozero complemented,P000192,true,Quasi-sober
P000061,false,Cozero complemented,P000194,true,Submetacompact
P000061,false,Cozero complemented,P000206,true,Strongly Choquet
P000061,false,Cozero complemented,P000209,true,Density $\leq\mathfrak c$
P000061,false,Cozero complemented,P000210,true,$\alpha_1$
P000061,false,Cozero complemented,P000211,true,$\alpha_{1.5}$
P000061,false,Cozero complemented,P000212,true,$\alpha_2$
P000061,false,Cozero complemented,P000213,true,$\alpha_3$
P000061,false,Cozero complemented,P000214,true,$\alpha_4$
P000061,false,Cozero complemented,P000229,true,Semilocally simply connected
P000061,false,Cozero complemented,P000244,true,Has countable $\pi$-character
P000062,true,Weakly Lindelöf,P000127,false,Dowker
P000062,true,Weakly Lindelöf,P000209,true,Density $\leq\mathfrak c$
P000062,false,Weakly Lindelöf,P000165,true,Pseudonormal
P000062,false,Weakly Lindelöf,P000173,true,Pseudoradial
P000062,false,Weakly Lindelöf,P000229,true,Semilocally simply connected
